Age,Gender,Education Level,Job Title,Years of Experience,Work Hours,Industry,Salary
36,Male,12Th,Technician,18,40,Private Sector,36845
70,Male,12Th,Sales Representative,52,45,Self-Employed,75558
43,Female,Iti/Diploma,It Support,23,32,Private Sector,89719
34,Female,Diploma,Manager,14,40,Government,21468
20,Female,Diploma,Other,0,40,Other,36215
24,Male,12Th,Technician,6,40,Private Sector,43769
36,Male,Iti/Diploma,It Support,16,40,Government,39338
49,Male,Diploma,Sales Representative,29,44,Private Sector,37603
21,Male,10Th,Transport Worker,3,40,Private Sector,47107
51,Female,Iti/Diploma,Service Worker,31,40,Private Sector,39461
30,Male,12Th,It Support,12,40,Private Sector,49973
37,Male,12Th,Technician,19,40,Private Sector,42607
30,Female,Iti/Diploma,Administrative Assistant,10,40,Private Sector,30315
20,Male,Diploma,Other,0,10,Other,29960
46,Male,12Th,Technician,28,40,Private Sector,41081
24,Male,12Th,Service Worker,6,40,Government,22191
32,Male,Graduation,Sales Representative,10,42,Private Sector,90453
36,Male,Diploma,Professional,16,50,Private Sector,22590
30,Female,12Th,Service Worker,12,40,Private Sector,43610
60,Male,Diploma,Transport Worker,40,40,Government,21129
56,Female,Diploma,Manager,36,40,Government,36009
57,Male,12Th,Machine Operator,39,40,Private Sector,39259
61,Female,Graduation,Manager,39,40,Government,29447
50,Male,12Th,Technician,32,40,Private Sector,59000
56,Male,12Th,Manager,38,48,Self-Employed,30871
61,Male,Diploma,Sales Representative,41,35,Self-Employed,121878
45,Male,Post Graduation,Manager,21,70,Private Sector,128333
31,Male,Post Graduation,Professional,7,40,Private Sector,107374
60,Male,12Th,Manager,42,50,Self-Employed,85410
26,Male,Diploma,Professional,6,40,Private Sector,30292
56,Female,12Th,Service Worker,38,40,Self-Employed,39583
45,Female,12Th,Service Worker,27,40,Private Sector,43881
28,Male,Iti/Diploma,Manager,8,65,Private Sector,77378
45,Male,Diploma,Manager,25,40,Self-Employed,44891
58,Male,10Th,Service Worker,40,40,Private Sector,47703
38,Female,Iti/Diploma,It Support,18,40,Private Sector,49684
23,Female,Graduation,Manager,1,40,Private Sector,47412
49,Male,12Th,Technician,31,40,Private Sector,122359
19,Female,Diploma,Sales Representative,0,25,Private Sector,42157
22,Male,12Th,Service Worker,4,40,Private Sector,37150
23,Male,12Th,Machine Operator,5,50,Private Sector,26331
23,Female,12Th,Administrative Assistant,5,40,Private Sector,35077
40,Male,12Th,Technician,22,25,Private Sector,33515
55,Female,Graduation,Professional,33,40,Government,25482
34,Female,Iti/Diploma,Professional,14,40,Government,24597
21,Male,12Th,Machine Operator,3,40,Private Sector,29374
28,Female,12Th,Service Worker,10,40,Private Sector,28054
43,Male,Graduation,It Support,21,40,Government,30671
18,Male,10Th,Transport Worker,0,20,Private Sector,45514
51,Female,10Th,Transport Worker,33,40,Self-Employed,34852
37,Male,12Th,Sales Representative,19,40,Private Sector,135746
54,Male,Graduation,Sales Representative,32,50,Self-Employed,107830
24,Male,Graduation,Sales Representative,2,30,Private Sector,42240
35,Male,12Th,Technician,17,40,Private Sector,146560
48,Female,12Th,Machine Operator,30,40,Private Sector,46210
23,Male,Iti/Diploma,Machine Operator,3,40,Private Sector,42943
24,Female,12Th,Service Worker,6,45,Private Sector,43781
24,Female,Iti/Diploma,Administrative Assistant,4,20,Private Sector,37736
50,Male,10Th,Technician,32,40,Private Sector,39442
34,Male,12Th,Transport Worker,16,40,Private Sector,66263
45,Female,12Th,Administrative Assistant,27,40,Private Sector,38040
36,Male,12Th,Technician,18,40,Private Sector,43803
33,Male,Graduation,Manager,11,45,Private Sector,69452
21,Female,12Th,Service Worker,3,20,Private Sector,32521
32,Male,12Th,Technician,14,40,Private Sector,23640
22,Male,10Th,Agricultural Worker,4,40,Private Sector,36332
53,Male,12Th,It Support,35,40,Private Sector,127268
36,Male,12Th,Machine Operator,18,40,Private Sector,45857
22,Male,Graduation,Sales Representative,0,40,Private Sector,42131
47,Female,12Th,Security Officer,29,40,Private Sector,47619
25,Female,Diploma,Other,5,20,Other,21709
30,Female,12Th,Machine Operator,12,20,Private Sector,23077
49,Female,12Th,Other,31,40,Other,47616
23,Male,Diploma,Sales Representative,3,40,Private Sector,33862
40,Male,10Th,Transport Worker,22,35,Private Sector,20457
45,Male,Iti/Diploma,It Support,25,40,Government,48978
61,Male,Graduation,Professional,39,42,Government,32640
35,Female,12Th,Manager,17,55,Private Sector,21698
20,Female,Diploma,Service Worker,0,25,Private Sector,44622
27,Male,10Th,Administrative Assistant,9,60,Private Sector,40561
23,Female,12Th,Administrative Assistant,5,40,Private Sector,36729
25,Male,Graduation,Professional,3,40,Private Sector,21033
65,Female,Diploma,Administrative Assistant,45,35,Government,45562
25,Female,12Th,Administrative Assistant,7,40,Private Sector,34046
49,Male,Graduation,Sales Representative,27,50,Private Sector,124636
45,Female,Graduation,Administrative Assistant,23,40,Private Sector,24927
46,Female,Post Graduation,Manager,22,45,Private Sector,30230
67,Female,12Th,Sales Representative,49,32,Private Sector,26792
40,Female,12Th,Machine Operator,22,40,Private Sector,44733
51,Male,Diploma,Manager,31,60,Private Sector,130182
44,Male,Graduation,Manager,22,50,Self-Employed,78970
35,Male,12Th,Transport Worker,17,60,Private Sector,33245
28,Male,Diploma,Sales Representative,8,40,Private Sector,49280
44,Female,12Th,Service Worker,26,48,Private Sector,37297
37,Male,Diploma,Technician,17,50,Private Sector,77069
54,Male,Diploma,Transport Worker,34,45,Private Sector,98250
33,Female,Post Graduation,Professional,9,40,Government,81470
46,Female,12Th,Manager,28,40,Private Sector,39746
45,Male,Post Graduation,Manager,21,40,Private Sector,40476
27,Male,Iti/Diploma,Manager,7,40,Private Sector,21098
49,Male,Post Graduation,Sales Representative,25,50,Private Sector,84201
51,Male,12Th,Sales Representative,33,45,Private Sector,22824
27,Male,12Th,Service Worker,9,40,Private Sector,43977
36,Male,12Th,Machine Operator,18,40,Private Sector,24539
59,Male,Graduation,Professional,37,40,Private Sector,74476
24,Female,Diploma,Sales Representative,4,15,Private Sector,22788
66,Female,Iti/Diploma,Other,46,40,Other,25249
31,Female,12Th,Service Worker,13,38,Private Sector,39586
35,Female,Phd,Professional,7,60,Government,59733
34,Female,Graduation,Service Worker,12,50,Private Sector,148797
50,Male,Diploma,Security Officer,30,70,Private Sector,86269
43,Male,12Th,Sales Representative,25,50,Self-Employed,39508
21,Male,10Th,Technician,3,30,Private Sector,37962
33,Male,10Th,Service Worker,15,45,Private Sector,20770
48,Female,Diploma,Administrative Assistant,28,38,Private Sector,42611
22,Female,12Th,Service Worker,4,36,Private Sector,39247
29,Male,Post Graduation,Manager,5,40,Private Sector,29833
42,Male,Iti/Diploma,Professional,22,40,Self-Employed,47307
28,Male,12Th,Technician,10,50,Self-Employed,41742
36,Female,12Th,Professional,18,38,Private Sector,44901
66,Female,12Th,Service Worker,48,25,Government,30869
44,Female,Graduation,Professional,22,20,Private Sector,22048
45,Female,Diploma,Administrative Assistant,25,40,Government,36157
49,Female,12Th,Service Worker,31,40,Private Sector,32684
36,Female,Graduation,Professional,14,45,Private Sector,44058
48,Male,12Th,Service Worker,30,60,Private Sector,26365
19,Male,12Th,Transport Worker,1,40,Private Sector,25071
36,Male,Graduation,Administrative Assistant,14,40,Private Sector,107682
41,Male,Post Graduation,Manager,17,45,Private Sector,108277
32,Male,Diploma,Sales Representative,12,50,Private Sector,30326
49,Male,12Th,Technician,31,40,Private Sector,54387
51,Female,12Th,Manager,33,40,Self-Employed,38214
20,Female,Diploma,Service Worker,0,29,Private Sector,21699
39,Female,Graduation,Administrative Assistant,17,40,Private Sector,34207
38,Male,12Th,It Support,20,40,Private Sector,134943
19,Female,Diploma,Service Worker,0,25,Private Sector,22499
29,Male,Graduation,Service Worker,7,40,Government,34901
52,Male,12Th,Sales Representative,34,40,Self-Employed,51124
22,Male,Iti/Diploma,Technician,2,44,Private Sector,44908
44,Male,Diploma,Manager,24,80,Self-Employed,42684
43,Male,12Th,Technician,25,40,Private Sector,29384
41,Male,Diploma,Transport Worker,21,40,Government,35190
63,Male,12Th,Other,45,40,Other,28607
40,Male,Iti/Diploma,Sales Representative,20,44,Private Sector,45105
40,Male,Graduation,Manager,18,30,Private Sector,47190
18,Female,12Th,Sales Representative,0,15,Private Sector,36316
57,Male,Post Graduation,Professional,33,50,Self-Employed,54380
54,Male,Graduation,Manager,32,40,Government,73497
44,Female,Graduation,Professional,22,40,Private Sector,27000
20,Male,Diploma,Sales Representative,0,30,Private Sector,24546
40,Female,Diploma,Service Worker,20,40,Private Sector,46912
29,Male,Diploma,Transport Worker,9,40,Private Sector,24633
22,Male,Graduation,Administrative Assistant,0,40,Private Sector,20842
44,Male,Post Graduation,Manager,20,40,Private Sector,132471
45,Male,Diploma,Sales Representative,25,45,Private Sector,40134
52,Male,Graduation,Professional,30,40,Private Sector,59473
57,Male,12Th,Machine Operator,39,40,Private Sector,29476
51,Male,12Th,Security Officer,33,40,Government,26650
23,Male,Graduation,Sales Representative,1,10,Private Sector,46260
22,Male,Iti/Diploma,Service Worker,2,44,Private Sector,30342
37,Female,Diploma,Manager,17,40,Private Sector,114261
58,Female,12Th,Administrative Assistant,40,40,Government,22765
61,Male,10Th,Agricultural Worker,43,20,Private Sector,37310
30,Female,Post Graduation,Professional,6,45,Private Sector,30294
23,Female,Diploma,Administrative Assistant,3,40,Private Sector,30638
30,Male,10Th,Service Worker,12,40,Private Sector,45406
18,Male,12Th,Service Worker,0,25,Private Sector,46047
34,Female,Diploma,Service Worker,14,12,Private Sector,32209
23,Male,12Th,Service Worker,5,40,Private Sector,27176
23,Female,Diploma,Service Worker,3,10,Private Sector,25859
57,Male,Graduation,Sales Representative,35,55,Private Sector,73581
58,Male,12Th,Manager,40,45,Private Sector,127936
59,Male,12Th,Transport Worker,41,40,Self-Employed,52026
27,Male,Graduation,Administrative Assistant,5,40,Private Sector,45686
50,Male,Graduation,Agricultural Worker,28,45,Private Sector,122238
44,Female,Post Graduation,Professional,20,16,Government,26402
25,Female,Graduation,It Support,3,40,Private Sector,37002
33,Female,12Th,Service Worker,15,30,Private Sector,31881
22,Male,Diploma,Service Worker,2,35,Private Sector,34477
21,Male,Diploma,Technician,1,30,Private Sector,39740
44,Female,12Th,Professional,26,36,Private Sector,140422
50,Male,Diploma,Sales Representative,30,50,Private Sector,86739
44,Male,12Th,Transport Worker,26,45,Private Sector,35248
53,Male,12Th,Other,35,40,Other,114606
41,Male,Graduation,Manager,19,50,Private Sector,142634
54,Female,Diploma,Administrative Assistant,34,40,Government,39826
60,Male,10Th,Agricultural Worker,42,40,Self-Employed,36978
58,Male,Post Graduation,Professional,34,20,Private Sector,30279
27,Male,Diploma,It Support,7,40,Private Sector,34951
43,Female,12Th,Administrative Assistant,25,60,Private Sector,26843
33,Male,Iti/Diploma,Service Worker,13,40,Government,40513
24,Male,Diploma,Transport Worker,4,65,Private Sector,47350
41,Male,12Th,Transport Worker,23,40,Private Sector,47505
21,Male,12Th,Technician,3,40,Private Sector,22725
39,Male,Diploma,Technician,19,40,Private Sector,35963
27,Female,Graduation,Manager,5,40,Self-Employed,47541
50,Male,12Th,Transport Worker,32,40,Private Sector,39216
20,Male,12Th,Service Worker,2,40,Private Sector,36007
46,Male,Graduation,Manager,24,40,Government,87371
49,Male,12Th,Transport Worker,31,40,Private Sector,41653
35,Female,Graduation,Manager,13,35,Government,138452
56,Male,Diploma,Service Worker,36,45,Self-Employed,75511
41,Male,Post Graduation,Professional,17,40,Government,39303
41,Male,Diploma,Technician,21,50,Self-Employed,24046
42,Male,12Th,Technician,24,40,Private Sector,25776
58,Male,10Th,Technician,40,40,Government,40651
43,Male,Diploma,Administrative Assistant,23,40,Private Sector,41044
25,Female,12Th,Service Worker,7,40,Private Sector,23788
57,Female,12Th,Administrative Assistant,39,42,Private Sector,38483
49,Female,10Th,Machine Operator,31,40,Private Sector,31563
23,Male,Diploma,Service Worker,3,40,Private Sector,28812
59,Male,12Th,Technician,41,40,Private Sector,46134
50,Male,Diploma,Transport Worker,30,70,Private Sector,89620
33,Female,Graduation,Professional,11,45,Private Sector,23224
52,Male,Post Graduation,It Support,28,45,Private Sector,35972
37,Male,12Th,Technician,19,40,Self-Employed,67278
30,Female,12Th,Administrative Assistant,12,40,Self-Employed,28208
39,Male,12Th,Technician,21,60,Self-Employed,41278
54,Male,Diploma,Technician,34,42,Government,26312
52,Male,12Th,Sales Representative,34,45,Private Sector,95924
22,Male,12Th,Security Officer,4,56,Government,34212
19,Male,Diploma,Other,0,25,Other,48955
65,Male,12Th,Sales Representative,47,10,Private Sector,124781
32,Male,Graduation,Administrative Assistant,10,40,Private Sector,22893
25,Male,10Th,Machine Operator,7,40,Private Sector,43285
34,Male,Diploma,Technician,14,40,Private Sector,29585
47,Female,Iti/Diploma,Service Worker,27,55,Private Sector,46347
24,Male,12Th,Agricultural Worker,6,80,Private Sector,40094
63,Female,Phd,Manager,35,60,Government,52108
48,Female,10Th,Service Worker,30,35,Private Sector,23665
26,Female,12Th,Sales Representative,8,50,Private Sector,25543
28,Male,Diploma,Machine Operator,8,40,Private Sector,21950
23,Male,12Th,Service Worker,5,12,Private Sector,21512
57,Male,Post Graduation,Professional,33,50,Self-Employed,69277
64,Male,Graduation,It Support,42,40,Government,32382
28,Male,Graduation,Manager,6,50,Private Sector,139093
28,Male,10Th,Sales Representative,10,40,Private Sector,43041
34,Male,Diploma,Machine Operator,14,40,Private Sector,42331
38,Male,12Th,Manager,20,45,Self-Employed,131915
44,Male,Iti/Diploma,Agricultural Worker,24,60,Private Sector,62728
34,Female,Iti/Diploma,Professional,14,20,Private Sector,49175
18,Male,12Th,Technician,0,25,Private Sector,40704
36,Male,12Th,Technician,18,40,Private Sector,36083
70,Male,12Th,Agricultural Worker,52,40,Self-Employed,37350
24,Male,12Th,Service Worker,6,40,Private Sector,37284
29,Male,Graduation,Manager,7,40,Government,102546
33,Male,Diploma,Professional,13,40,Private Sector,43236
57,Female,12Th,Administrative Assistant,39,35,Government,23877
41,Female,Iti/Diploma,Technician,21,40,Private Sector,47203
55,Female,10Th,Transport Worker,37,35,Private Sector,49310
21,Male,10Th,Technician,3,40,Private Sector,48202
36,Male,Post Graduation,Professional,12,45,Self-Employed,140815
26,Male,Diploma,Professional,6,50,Private Sector,33005
32,Female,Graduation,Other,10,20,Other,113948
40,Female,Diploma,It Support,20,40,Private Sector,40798
32,Male,12Th,Technician,14,40,Private Sector,30902
21,Female,Diploma,Service Worker,1,40,Private Sector,34782
59,Male,Diploma,Manager,39,40,Government,34252
29,Female,12Th,Sales Representative,11,40,Private Sector,30572
29,Male,Diploma,Machine Operator,9,48,Self-Employed,34298
59,Male,Post Graduation,Manager,35,80,Self-Employed,51518
58,Male,12Th,Transport Worker,40,40,Private Sector,86417
47,Male,12Th,Machine Operator,29,45,Private Sector,39104
44,Female,12Th,Administrative Assistant,26,45,Private Sector,35870
31,Male,12Th,Service Worker,13,40,Private Sector,25791
42,Male,12Th,Technician,24,35,Self-Employed,21258
19,Male,12Th,Service Worker,1,25,Private Sector,48985
66,Male,12Th,Sales Representative,48,50,Private Sector,23581
41,Male,12Th,Machine Operator,23,45,Private Sector,43868
22,Female,Diploma,Sales Representative,2,30,Private Sector,48380
31,Female,12Th,Sales Representative,13,30,Private Sector,39105
30,Male,Graduation,Sales Representative,8,40,Private Sector,35696
36,Female,12Th,Service Worker,18,16,Self-Employed,26946
70,Male,Phd,Other,47,40,Other,32945
41,Female,Iti/Diploma,Professional,21,36,Government,45220
19,Male,Diploma,Service Worker,0,20,Private Sector,39637
60,Male,12Th,Service Worker,42,40,Private Sector,26761
24,Male,12Th,Transport Worker,6,40,Private Sector,42026
25,Male,12Th,Machine Operator,7,40,Private Sector,27422
52,Female,Diploma,Manager,32,50,Private Sector,26912
30,Female,Graduation,Manager,8,45,Private Sector,26872
37,Male,12Th,Technician,19,40,Private Sector,136712
55,Female,Phd,Manager,27,30,Self-Employed,44495
20,Female,Diploma,Administrative Assistant,0,24,Private Sector,40447
32,Female,10Th,Service Worker,14,15,Private Sector,46584
18,Male,12Th,Service Worker,0,35,Private Sector,49874
24,Male,Diploma,Technician,4,40,Private Sector,31921
33,Male,Diploma,Security Officer,13,45,Government,31227
70,Female,Diploma,Other,52,40,Other,20736
57,Male,Post Graduation,Security Officer,33,14,Government,69262
53,Female,Post Graduation,Professional,29,38,Private Sector,44009
19,Female,12Th,Sales Representative,1,40,Private Sector,37423
50,Male,Post Graduation,Professional,26,40,Government,92554
27,Male,Graduation,Manager,5,50,Private Sector,28787
40,Female,Iti/Diploma,Technician,20,60,Private Sector,48419
26,Male,10Th,Other,8,40,Other,44587
47,Male,12Th,Sales Representative,29,55,Self-Employed,47794
39,Male,Iti/Diploma,Professional,19,50,Government,20820
49,Male,Diploma,Administrative Assistant,29,40,Government,21758
28,Male,Diploma,Professional,8,10,Self-Employed,43698
33,Female,Diploma,Other,13,30,Other,38626
50,Male,Graduation,Manager,28,40,Private Sector,78933
28,Male,12Th,Transport Worker,10,50,Private Sector,44894
30,Male,12Th,Sales Representative,12,40,Private Sector,38789
47,Male,Post Graduation,Manager,23,50,Private Sector,93266
39,Male,Graduation,Professional,17,40,Private Sector,134158
37,Male,12Th,Sales Representative,19,50,Private Sector,36776
50,Male,12Th,Sales Representative,32,80,Private Sector,29903
37,Male,10Th,Machine Operator,19,40,Private Sector,24767
26,Male,12Th,Machine Operator,8,40,Private Sector,61407
55,Male,Iti/Diploma,Technician,35,40,Private Sector,134816
46,Male,Graduation,Professional,24,40,Private Sector,54717
32,Male,12Th,Sales Representative,14,60,Private Sector,29146
26,Male,Graduation,Technician,4,45,Private Sector,63487
32,Male,12Th,Transport Worker,14,40,Private Sector,70768
43,Female,Diploma,Service Worker,23,40,Private Sector,33949
19,Female,12Th,Technician,1,40,Private Sector,34859
38,Female,12Th,Service Worker,20,75,Private Sector,32808
38,Male,10Th,Sales Representative,20,40,Private Sector,45463
65,Female,Iti/Diploma,Administrative Assistant,45,40,Private Sector,25824
70,Male,Diploma,Manager,50,40,Self-Employed,145044
48,Female,12Th,Other,30,25,Other,45181
44,Female,Graduation,Machine Operator,22,10,Private Sector,48651
32,Male,Diploma,Sales Representative,12,50,Private Sector,25777
30,Female,12Th,Security Officer,12,40,Government,43478
49,Male,Iti/Diploma,Administrative Assistant,29,60,Government,135130
23,Female,12Th,Administrative Assistant,5,40,Private Sector,28798
25,Male,Diploma,Service Worker,5,16,Private Sector,48305
19,Female,Diploma,Administrative Assistant,0,15,Private Sector,37375
27,Male,Iti/Diploma,Technician,7,40,Private Sector,26733
43,Male,12Th,Transport Worker,25,60,Government,42216
38,Male,12Th,Technician,20,50,Private Sector,28232
42,Male,Post Graduation,Professional,18,60,Private Sector,47525
33,Male,Graduation,Administrative Assistant,11,38,Government,42213
30,Male,Graduation,Manager,8,40,Private Sector,85706
29,Male,Graduation,It Support,7,40,Private Sector,22823
30,Male,12Th,Technician,12,40,Private Sector,41562
26,Male,12Th,It Support,8,40,Private Sector,22286
43,Male,Graduation,Professional,21,40,Private Sector,127574
30,Female,12Th,Service Worker,12,45,Private Sector,35717
38,Male,Diploma,Transport Worker,18,40,Private Sector,84708
48,Male,Post Graduation,Manager,24,40,Private Sector,147145
57,Male,Graduation,Sales Representative,35,55,Private Sector,79856
30,Female,12Th,Sales Representative,12,30,Private Sector,28859
42,Male,Post Graduation,Manager,18,45,Government,145607
31,Male,12Th,Manager,13,70,Self-Employed,36833
32,Male,Diploma,Technician,12,40,Private Sector,42509
28,Male,Graduation,Manager,6,40,Private Sector,28294
63,Male,12Th,Service Worker,45,40,Private Sector,24865
32,Male,12Th,Transport Worker,14,40,Private Sector,28496
20,Male,Diploma,Service Worker,0,12,Private Sector,48685
51,Female,Post Graduation,Professional,27,30,Self-Employed,123878
36,Male,Graduation,Service Worker,14,20,Private Sector,36628
24,Male,Diploma,Sales Representative,4,40,Private Sector,30209
41,Female,Iti/Diploma,Administrative Assistant,21,44,Government,46751
21,Male,12Th,Machine Operator,3,40,Private Sector,49764
27,Male,Diploma,Technician,7,45,Private Sector,28870
18,Male,10Th,Service Worker,0,35,Private Sector,32331
45,Female,10Th,Service Worker,27,40,Private Sector,32009
39,Female,12Th,Administrative Assistant,21,35,Government,27875
21,Female,Diploma,Professional,1,10,Private Sector,39584
29,Male,Graduation,Professional,7,45,Private Sector,55253
39,Male,Post Graduation,Sales Representative,15,45,Private Sector,66582
42,Male,12Th,Transport Worker,24,40,Private Sector,32324
22,Male,10Th,Technician,4,40,Private Sector,30234
21,Female,Diploma,Other,1,40,Other,42474
59,Female,12Th,Administrative Assistant,41,40,Private Sector,46683
40,Male,Post Graduation,Manager,16,65,Private Sector,117441
45,Female,Diploma,Service Worker,25,40,Private Sector,26463
35,Male,12Th,Manager,17,50,Private Sector,38675
58,Male,12Th,Agricultural Worker,40,20,Private Sector,35892
45,Male,Diploma,Technician,25,40,Private Sector,116577
29,Male,12Th,Machine Operator,11,45,Private Sector,31670
21,Male,12Th,Technician,3,45,Private Sector,43741
51,Male,12Th,It Support,33,40,Private Sector,43968
34,Female,Diploma,Service Worker,14,40,Government,37473
40,Female,Graduation,Administrative Assistant,18,35,Private Sector,36161
45,Female,12Th,Administrative Assistant,27,16,Private Sector,28811
38,Male,10Th,Sales Representative,20,40,Self-Employed,86150
22,Female,Graduation,Administrative Assistant,0,40,Private Sector,38632
37,Male,10Th,Service Worker,19,40,Private Sector,33994
62,Female,10Th,Service Worker,44,40,Private Sector,45618
32,Female,Graduation,Manager,10,60,Government,44499
36,Female,Graduation,Professional,14,10,Private Sector,107062
43,Male,12Th,Technician,25,40,Private Sector,49642
37,Male,12Th,Transport Worker,19,40,Private Sector,29377
33,Female,Graduation,Other,11,40,Other,34015
28,Male,12Th,Transport Worker,10,55,Private Sector,41490
49,Female,Diploma,Other,29,28,Other,21649
47,Female,12Th,Service Worker,29,10,Government,116218
59,Female,12Th,Administrative Assistant,41,40,Private Sector,36825
35,Male,12Th,Machine Operator,17,40,Private Sector,28439
35,Male,Graduation,Sales Representative,13,40,Private Sector,29918
29,Male,Graduation,Professional,7,40,Self-Employed,26160
57,Female,Iti/Diploma,Professional,37,40,Private Sector,42006
41,Male,Graduation,Manager,19,60,Private Sector,91087
37,Male,Post Graduation,Professional,13,45,Private Sector,95488
20,Male,Diploma,Agricultural Worker,0,40,Government,33083
44,Male,12Th,Sales Representative,26,60,Private Sector,28136
20,Female,12Th,Administrative Assistant,2,30,Government,27261
38,Female,Graduation,Administrative Assistant,16,28,Self-Employed,117779
23,Male,12Th,Administrative Assistant,5,40,Private Sector,49276
24,Female,12Th,Sales Representative,6,36,Private Sector,20603
46,Male,Graduation,Sales Representative,24,40,Private Sector,115979
32,Male,12Th,Transport Worker,14,40,Government,48756
21,Male,12Th,Technician,3,40,Self-Employed,42880
32,Male,Diploma,Sales Representative,12,40,Private Sector,30512
41,Male,Diploma,Sales Representative,21,45,Private Sector,27095
51,Male,12Th,Machine Operator,33,40,Private Sector,34870
69,Male,10Th,Agricultural Worker,51,10,Self-Employed,25074
39,Male,12Th,Technician,21,50,Self-Employed,79805
43,Male,Diploma,Technician,23,40,Private Sector,26420
51,Male,Graduation,Agricultural Worker,29,40,Government,147393
43,Male,12Th,Service Worker,25,40,Private Sector,48960
35,Female,12Th,Manager,17,80,Self-Employed,37407
32,Male,12Th,Technician,14,40,Private Sector,38137
25,Female,Graduation,Professional,3,21,Private Sector,40640
64,Female,Diploma,Sales Representative,44,40,Private Sector,35027
28,Female,Graduation,Manager,6,40,Private Sector,36314
44,Male,10Th,Security Officer,26,40,Private Sector,42300
40,Male,Graduation,It Support,18,40,Private Sector,146278
21,Male,Diploma,Service Worker,1,40,Private Sector,40839
23,Male,12Th,Technician,5,40,Private Sector,22134
23,Female,Diploma,Service Worker,3,20,Private Sector,34783
19,Male,12Th,Service Worker,1,40,Private Sector,48435
61,Male,Diploma,It Support,41,25,Private Sector,21165
47,Male,10Th,Technician,29,40,Self-Employed,27571
39,Male,10Th,Service Worker,21,45,Private Sector,24483
51,Female,12Th,Administrative Assistant,33,40,Private Sector,138892
25,Male,10Th,Manager,7,40,Private Sector,25663
33,Male,12Th,Sales Representative,15,45,Private Sector,37214
34,Female,Diploma,Administrative Assistant,14,38,Government,32452
54,Male,Diploma,Sales Representative,34,50,Self-Employed,49935
24,Female,Graduation,It Support,2,40,Private Sector,47773
28,Male,12Th,Machine Operator,10,50,Private Sector,39632
33,Male,Diploma,Sales Representative,13,44,Private Sector,47801
63,Male,12Th,Other,45,14,Other,38456
31,Male,12Th,Transport Worker,13,60,Private Sector,56357
70,Male,12Th,Manager,52,16,Self-Employed,38006
43,Female,12Th,Machine Operator,25,40,Private Sector,34338
36,Female,Diploma,Administrative Assistant,16,12,Private Sector,132326
50,Male,12Th,Technician,32,40,Government,38447
21,Female,Diploma,Service Worker,1,30,Private Sector,21556
31,Female,Diploma,It Support,11,40,Private Sector,37216
19,Female,Diploma,Other,0,30,Other,42556
39,Female,Diploma,Administrative Assistant,19,35,Private Sector,42632
29,Female,10Th,Service Worker,11,40,Private Sector,35930
39,Male,Diploma,Service Worker,19,40,Private Sector,38876
18,Male,10Th,Agricultural Worker,0,40,Private Sector,47687
46,Female,Diploma,Sales Representative,26,40,Private Sector,28837
62,Male,12Th,Technician,44,40,Private Sector,37573
32,Female,10Th,Service Worker,14,23,Private Sector,37513
28,Female,12Th,Service Worker,10,40,Private Sector,49992
19,Female,Diploma,Sales Representative,0,40,Private Sector,27270
61,Male,Phd,Manager,33,40,Government,27867
18,Male,Diploma,Sales Representative,0,25,Private Sector,47325
39,Male,Post Graduation,Professional,15,50,Self-Employed,141870
24,Male,Graduation,Security Officer,2,45,Government,25868
38,Male,Diploma,Technician,18,41,Private Sector,46388
38,Male,Post Graduation,Professional,14,40,Private Sector,105629
18,Male,10Th,Sales Representative,0,20,Private Sector,41166
28,Male,12Th,Technician,10,40,Private Sector,24313
52,Male,12Th,Sales Representative,34,10,Private Sector,45707
61,Male,Post Graduation,Professional,37,20,Private Sector,101906
69,Male,10Th,Machine Operator,51,40,Private Sector,31905
19,Female,12Th,Sales Representative,1,25,Private Sector,36363
26,Male,Diploma,Administrative Assistant,6,40,Private Sector,129017
34,Male,Diploma,Manager,14,40,Self-Employed,90013
70,Female,10Th,Machine Operator,52,40,Private Sector,47586
21,Female,12Th,Administrative Assistant,3,25,Private Sector,33358
43,Male,12Th,Technician,25,44,Private Sector,29426
52,Male,12Th,Technician,34,40,Private Sector,34824
59,Male,12Th,Technician,41,40,Private Sector,117433
21,Female,Iti/Diploma,Administrative Assistant,1,40,Private Sector,23614
53,Male,Post Graduation,Manager,29,40,Self-Employed,127847
55,Male,Diploma,Security Officer,35,40,Government,107512
46,Male,Post Graduation,Sales Representative,22,60,Self-Employed,71072
36,Female,12Th,Administrative Assistant,18,37,Private Sector,29830
39,Male,12Th,Service Worker,21,48,Private Sector,22969
70,Male,Graduation,Other,52,10,Other,45088
30,Female,12Th,Professional,12,30,Private Sector,26362
22,Female,Diploma,Sales Representative,2,16,Private Sector,37677
43,Male,Graduation,Manager,21,40,Private Sector,113518
36,Male,12Th,Machine Operator,18,56,Private Sector,25289
36,Male,Graduation,Technician,14,40,Private Sector,145300
50,Female,12Th,Technician,32,40,Private Sector,32660
27,Female,Graduation,Security Officer,5,35,Government,34501
46,Male,12Th,Administrative Assistant,28,40,Government,107363
24,Male,Graduation,Professional,2,20,Private Sector,28430
41,Male,12Th,Technician,23,40,Private Sector,37155
68,Male,12Th,Administrative Assistant,50,24,Private Sector,48311
38,Male,Diploma,Manager,18,40,Government,48109
47,Male,12Th,Sales Representative,29,40,Private Sector,59181
41,Male,Diploma,Service Worker,21,20,Private Sector,48102
